sample_id,timestamp,data_type,protein_content,fat_content,carbohydrate_content,moisture,ash,ph_level,viscosity,quality_score,lab_technician,product_line
NPTC_0552,2025-09-28 23:22:42.077955,sensory,14.22,3.01,47.51,7.06,2.95,7.15,1404.6,88.1,Alice_Smith,Beverage_Mix
NPTC_0553,2025-09-28 04:22:42.077983,pilot_plant,13.38,2.46,49.04,6.15,1.73,8.51,1148.0,75.6,David_Wilson,Baby_Formula
NPTC_0554,2025-09-24 16:22:42.078014,analytical,13.96,4.51,39.89,9.84,2.03,7.64,1242.8,77.3,Bob_Jones,Protein_Powder
NPTC_0555,2025-09-27 08:22:42.078041,analytical,12.92,2.99,47.79,7.8,3.41,6.98,1160.6,88.9,Bob_Jones,Cereal_Bar
NPTC_0556,2025-09-25 15:22:42.078068,analytical,13.17,3.23,49.82,7.89,2.41,6.33,947.7,92.4,Alice_Smith,Beverage_Mix
NPTC_0557,2025-09-29 05:22:42.078095,analytical,8.88,3.36,53.95,7.96,2.11,6.75,1029.1,83.5,Bob_Jones,Beverage_Mix
NPTC_0558,2025-09-28 15:22:42.078121,pilot_plant,10.16,3.08,35.93,8.52,3.43,6.6,1214.4,80.1,David_Wilson,Beverage_Mix
NPTC_0559,2025-09-28 10:22:42.078148,analytical,11.18,3.47,45.57,9.97,2.6,7.91,1271.7,72.7,Carol_Davis,Protein_Powder
NPTC_0560,2025-09-30 10:22:42.078174,sensory,12.16,2.94,36.9,6.97,2.64,8.17,1230.5,72.6,Alice_Smith,Baby_Formula
NPTC_0561,2025-09-26 18:22:42.078201,analytical,13.84,4.14,58.52,6.89,2.47,6.42,1418.5,90.7,Carol_Davis,Baby_Formula
NPTC_0562,2025-09-27 18:22:42.078229,analytical,13.04,2.56,41.06,8.49,3.02,5.19,1268.9,80.4,Bob_Jones,Protein_Powder
NPTC_0563,2025-09-30 00:22:42.078255,pilot_plant,16.05,2.22,51.16,9.31,1.56,6.56,1228.7,94.0,Bob_Jones,Cereal_Bar
NPTC_0564,2025-09-28 00:22:42.078284,analytical,9.26,2.73,56.09,6.13,1.92,6.68,853.2,79.7,Alice_Smith,Baby_Formula
NPTC_0565,2025-09-28 16:22:42.078311,analytical,17.49,3.24,42.59,11.49,1.74,6.82,1285.9,82.0,Bob_Jones,Protein_Powder
NPTC_0566,2025-09-29 20:22:42.078337,analytical,15.19,3.83,52.57,7.81,2.65,4.52,1163.4,83.3,David_Wilson,Protein_Powder
NPTC_0568,2025-09-23 22:22:42.078393,analytical,13.73,3.55,41.83,8.7,2.07,6.85,1188.7,87.1,Carol_Davis,Cereal_Bar
NPTC_0569,2025-09-23 23:22:42.078419,sensory,12.23,3.31,47.61,8.48,2.29,7.11,1193.0,85.5,Bob_Jones,Beverage_Mix
NPTC_0570,2025-09-25 17:22:42.078448,analytical,13.78,4.0,43.06,6.04,1.95,6.46,1283.4,85.6,David_Wilson,Beverage_Mix
NPTC_0571,2025-09-24 09:22:42.078474,analytical,12.21,3.23,50.91,7.87,2.11,6.58,1365.9,91.1,David_Wilson,Baby_Formula
NPTC_0572,2025-09-29 18:22:42.078500,pilot_plant,15.32,4.24,46.35,8.19,2.71,7.03,1230.1,91.2,Bob_Jones,Protein_Powder
NPTC_0573,2025-09-24 15:22:42.078527,analytical,13.08,3.8,47.15,8.0,2.66,7.75,1072.7,83.8,Carol_Davis,Baby_Formula
NPTC_0574,2025-09-27 11:22:42.078554,pilot_plant,48.63,1.21,43.25,7.87,1.82,6.2,1423.5,94.0,Alice_Smith,Beverage_Mix
NPTC_0575,2025-09-29 11:22:42.078581,analytical,9.38,5.47,43.85,8.32,2.11,6.31,1093.0,80.0,Carol_Davis,Baby_Formula
NPTC_0576,2025-09-29 16:22:42.078608,analytical,13.7,4.23,45.98,6.98,1.47,8.02,1458.4,79.4,Alice_Smith,Cereal_Bar
NPTC_0577,2025-09-23 22:22:42.078635,analytical,18.7,2.99,48.35,7.32,2.55,6.61,1167.9,94.3,David_Wilson,Protein_Powder
NPTC_0578,2025-09-25 13:22:42.078665,pilot_plant,16.14,3.3,45.18,6.93,2.42,6.95,1636.3,89.4,Alice_Smith,Baby_Formula
NPTC_0579,2025-09-29 10:22:42.078694,pilot_plant,12.61,2.54,53.59,6.05,2.33,6.13,1616.8,85.0,Carol_Davis,Baby_Formula
NPTC_0580,2025-09-25 05:22:42.078723,pilot_plant,13.7,4.24,41.36,9.76,3.43,7.42,1368.9,79.3,Alice_Smith,Protein_Powder
NPTC_0582,2025-09-30 09:22:42.078782,pilot_plant,12.39,3.78,43.07,11.61,1.9,6.06,1136.9,75.4,Carol_Davis,Baby_Formula
NPTC_0583,2025-09-28 08:22:42.078810,analytical,13.56,2.33,46.69,6.72,3.26,6.96,1054.9,87.1,Carol_Davis,Cereal_Bar
NPTC_0584,2025-09-24 02:22:42.078838,analytical,13.9,2.67,42.31,7.32,2.21,6.29,1291.7,89.3,Carol_Davis,Cereal_Bar
NPTC_0585,2025-09-28 07:22:42.078866,sensory,9.26,3.5,41.71,8.49,1.2,7.91,1384.5,71.7,David_Wilson,Baby_Formula
NPTC_0586,2025-09-24 02:22:42.078892,pilot_plant,9.5,3.48,51.19,9.38,2.48,7.07,1318.1,78.4,Bob_Jones,Cereal_Bar
NPTC_0587,2025-09-27 04:22:42.078919,pilot_plant,12.58,4.07,45.45,5.07,2.32,7.65,1071.3,73.8,Alice_Smith,Baby_Formula
NPTC_0588,2025-09-26 18:22:42.078949,pilot_plant,11.72,3.34,46.86,7.03,2.66,6.1,1111.6,84.1,David_Wilson,Baby_Formula
NPTC_0589,2025-09-29 23:22:42.078976,analytical,13.51,4.79,46.62,6.82,2.34,7.29,1449.1,83.3,Alice_Smith,Cereal_Bar
NPTC_0590,2025-09-26 09:22:42.079003,analytical,9.27,1.51,45.04,10.04,2.56,6.27,1466.4,77.7,David_Wilson,Protein_Powder
NPTC_0591,2025-09-27 06:22:42.079029,pilot_plant,14.95,1.94,52.02,10.78,1.74,7.42,1250.2,84.0,David_Wilson,Beverage_Mix
NPTC_0592,2025-09-25 08:22:42.079056,analytical,9.41,1.87,38.33,8.26,2.41,6.23,1411.9,80.1,Bob_Jones,Protein_Powder
NPTC_0593,2025-09-26 05:22:42.079081,pilot_plant,14.84,3.2,37.46,8.35,2.64,8.37,1331.8,78.7,David_Wilson,Cereal_Bar
NPTC_0594,2025-09-28 03:22:42.079110,analytical,9.54,3.2,54.85,7.97,2.21,5.87,1278.0,82.4,Carol_Davis,Beverage_Mix
NPTC_0595,2025-09-25 16:22:42.079137,pilot_plant,13.41,3.39,50.87,9.55,2.45,5.97,1083.9,86.1,David_Wilson,Protein_Powder
NPTC_0596,2025-09-25 22:22:42.079163,analytical,16.02,3.29,46.49,6.53,2.09,6.08,1465.8,88.9,Carol_Davis,Protein_Powder
NPTC_0597,2025-09-24 13:22:42.079189,analytical,12.97,3.38,47.9,8.46,2.61,7.8,1378.1,82.5,David_Wilson,Baby_Formula
NPTC_0598,2025-09-29 10:22:42.079216,analytical,11.83,4.11,41.61,8.03,2.62,6.96,1468.8,84.1,Bob_Jones,Beverage_Mix
NPTC_0599,2025-09-24 12:22:42.079242,analytical,12.21,3.97,47.05,8.58,3.65,6.58,1186.4,88.0,Bob_Jones,Baby_Formula
NPTC_0600,2025-09-25 19:22:42.079269,analytical,12.73,2.25,42.81,8.95,3.04,6.76,1041.1,86.3,Carol_Davis,Protein_Powder
NPTC_0601,2025-09-27 22:22:42.079295,analytical,15.11,3.43,43.2,8.72,2.56,6.34,1289.7,91.5,Bob_Jones,Baby_Formula
NPTC_0602,2025-09-28 20:22:42.079322,pilot_plant,12.11,3.13,45.96,9.01,2.66,7.97,1156.6,77.4,Carol_Davis,Protein_Powder
NPTC_0603,2025-09-28 07:22:42.079350,analytical,17.78,3.68,46.05,8.97,2.22,8.71,1286.0,78.0,Alice_Smith,Baby_Formula
NPTC_0604,2025-09-27 07:22:42.079377,pilot_plant,11.95,3.66,38.26,8.32,2.63,8.17,1095.8,74.4,Alice_Smith,Baby_Formula
NPTC_0605,2025-09-28 21:22:42.079404,analytical,12.63,2.81,50.7,8.88,2.22,6.79,1195.7,88.6,David_Wilson,Cereal_Bar
NPTC_0606,2025-09-28 19:22:42.079430,analytical,11.22,3.09,49.66,8.14,2.55,7.12,1299.1,85.4,Alice_Smith,Cereal_Bar
NPTC_0607,2025-09-29 19:22:42.079457,pilot_plant,15.26,3.07,37.96,6.74,2.49,7.63,1604.0,81.6,Alice_Smith,Beverage_Mix
NPTC_0608,2025-09-23 23:22:42.079483,analytical,12.76,2.48,51.11,10.91,1.97,7.23,1104.7,80.1,Alice_Smith,Beverage_Mix
NPTC_0609,2025-09-30 06:22:42.079509,analytical,12.09,2.38,49.91,7.1,2.68,6.52,1227.1,89.5,David_Wilson,Baby_Formula
NPTC_0610,2025-09-29 14:22:42.079536,pilot_plant,12.8,4.14,53.29,7.12,1.67,7.04,1140.5,86.2,Alice_Smith,Beverage_Mix
NPTC_0611,2025-09-30 12:22:42.079562,analytical,13.91,4.27,43.82,10.0,2.49,7.28,1430.7,80.9,Carol_Davis,Protein_Powder
NPTC_0612,2025-09-26 07:22:42.079591,analytical,8.23,4.26,56.85,7.66,1.68,7.83,1423.0,73.4,Alice_Smith,Beverage_Mix
NPTC_0613,2025-09-26 00:22:42.079641,analytical,12.07,4.31,39.72,9.47,2.42,5.48,1157.7,75.6,Alice_Smith,Baby_Formula
NPTC_0614,2025-09-26 09:22:42.079675,analytical,13.72,3.27,37.98,8.27,2.84,5.8,943.5,84.7,Carol_Davis,Protein_Powder
NPTC_0615,2025-09-29 08:22:42.079705,analytical,8.44,2.25,40.88,7.8,3.44,7.09,1228.8,77.0,Carol_Davis,Cereal_Bar
NPTC_0616,2025-09-30 04:22:42.079734,pilot_plant,14.98,4.25,45.08,9.45,2.59,8.98,1246.7,73.9,Carol_Davis,Cereal_Bar
NPTC_0617,2025-09-26 07:22:42.079762,analytical,12.92,2.34,54.44,6.92,2.29,7.57,874.0,83.7,Bob_Jones,Beverage_Mix
NPTC_0618,2025-09-25 00:22:42.079789,analytical,15.38,5.03,55.14,6.71,3.19,6.48,1275.8,92.2,David_Wilson,Beverage_Mix
NPTC_0619,2025-09-24 00:22:42.079816,analytical,11.98,5.48,42.17,9.84,2.39,7.34,1498.9,75.6,Bob_Jones,Cereal_Bar
NPTC_0620,2025-09-28 12:22:42.079843,pilot_plant,13.04,3.57,49.75,6.06,2.37,6.95,1442.9,84.5,Carol_Davis,Beverage_Mix
NPTC_0621,2025-09-24 06:22:42.079875,analytical,12.32,3.03,50.28,7.38,3.0,7.5,1616.1,83.9,Alice_Smith,Cereal_Bar
NPTC_0622,2025-09-28 00:22:42.079902,pilot_plant,11.12,2.56,47.26,8.62,2.37,6.76,1224.8,85.6,Carol_Davis,Baby_Formula
NPTC_0623,2025-09-29 14:22:42.079929,sensory,11.29,3.6,48.49,8.87,1.55,7.61,1136.1,79.3,Carol_Davis,Beverage_Mix
NPTC_0624,2025-09-24 16:22:42.079958,analytical,11.78,3.27,42.8,6.7,2.7,7.3,1472.3,79.0,Carol_Davis,Cereal_Bar
NPTC_0626,2025-09-25 12:22:42.080013,pilot_plant,10.97,3.04,44.07,7.81,2.74,6.57,1239.6,86.2,Carol_Davis,Cereal_Bar
NPTC_0627,2025-09-24 14:22:42.080040,analytical,8.78,2.79,35.68,7.86,2.15,7.47,1073.8,72.9,Bob_Jones,Protein_Powder
NPTC_0628,2025-09-24 09:22:42.080066,analytical,13.28,2.92,42.87,7.83,1.68,7.57,1475.5,83.9,Carol_Davis,Beverage_Mix
NPTC_0629,2025-09-25 05:22:42.080095,pilot_plant,13.05,2.69,46.61,7.6,2.24,7.69,756.3,83.6,Bob_Jones,Beverage_Mix
NPTC_0630,2025-09-26 14:22:42.080123,analytical,13.61,3.2,50.68,8.58,2.63,5.66,1155.4,87.5,Alice_Smith,Beverage_Mix
NPTC_0631,2025-09-30 12:22:42.080151,sensory,9.38,4.34,47.55,8.43,2.61,7.22,1411.8,78.5,David_Wilson,Protein_Powder
NPTC_0632,2025-09-30 18:22:42.080178,analytical,11.3,2.46,45.23,7.93,2.32,6.83,1265.1,86.5,David_Wilson,Beverage_Mix
NPTC_0633,2025-09-28 01:22:42.080205,pilot_plant,9.74,4.12,35.84,6.56,2.14,7.25,1145.7,71.4,Carol_Davis,Baby_Formula
NPTC_0634,2025-09-30 10:22:42.080231,pilot_plant,11.77,3.7,38.67,5.93,2.99,5.22,1220.4,71.5,Alice_Smith,Beverage_Mix
NPTC_0635,2025-09-24 09:22:42.080259,analytical,15.44,1.19,51.36,7.78,2.03,6.18,990.0,96.3,Alice_Smith,Cereal_Bar
NPTC_0636,2025-09-28 01:22:42.080294,pilot_plant,11.27,4.85,38.61,7.48,2.34,7.15,1503.6,78.5,Bob_Jones,Protein_Powder
NPTC_0637,2025-09-26 03:22:42.080324,analytical,13.09,2.89,45.73,7.64,3.0,6.13,1434.7,88.8,Alice_Smith,Baby_Formula
NPTC_0638,2025-09-27 05:22:42.080351,analytical,11.44,3.46,41.73,7.66,2.65,7.22,1517.4,81.2,David_Wilson,Baby_Formula
NPTC_0640,2025-09-26 20:22:42.080408,pilot_plant,12.22,2.36,48.76,8.1,3.34,7.39,1612.8,86.0,Alice_Smith,Cereal_Bar
NPTC_0641,2025-09-27 08:22:42.080435,analytical,12.25,3.28,40.18,8.78,2.77,5.84,1179.3,81.4,Bob_Jones,Beverage_Mix
NPTC_0642,2025-09-25 21:22:42.080462,analytical,11.92,3.21,47.1,7.37,1.85,7.13,1096.5,84.2,David_Wilson,Baby_Formula
NPTC_0643,2025-09-29 09:22:42.080488,pilot_plant,13.73,1.85,49.09,7.93,3.16,5.89,1137.2,91.5,David_Wilson,Beverage_Mix
NPTC_0644,2025-09-29 09:22:42.080514,analytical,11.76,3.43,48.28,7.12,2.26,7.05,1282.7,84.0,Carol_Davis,Cereal_Bar
NPTC_0645,2025-09-26 22:22:42.080545,analytical,13.89,1.58,41.37,7.7,2.75,8.8,1204.4,76.9,David_Wilson,Beverage_Mix
NPTC_0648,2025-09-25 04:22:42.080627,pilot_plant,11.11,3.18,52.58,6.89,2.62,5.85,1330.2,82.2,Carol_Davis,Protein_Powder
NPTC_0649,2025-09-23 19:22:42.080654,pilot_plant,14.74,3.43,44.1,8.05,2.41,6.16,1365.8,92.1,Bob_Jones,Baby_Formula
NPTC_0650,2025-09-30 00:22:42.080681,pilot_plant,13.42,3.19,43.79,6.16,2.44,6.98,1050.8,83.2,Carol_Davis,Cereal_Bar
NPTC_0651,2025-09-25 22:22:42.080710,pilot_plant,12.6,3.21,50.53,8.54,2.05,6.64,1361.4,90.2,David_Wilson,Beverage_Mix
NPTC_0653,2025-09-24 16:22:42.080764,analytical,15.15,4.71,48.89,8.56,2.33,6.08,1570.6,91.6,Alice_Smith,Baby_Formula
NPTC_0654,2025-09-26 23:22:42.080790,pilot_plant,12.37,2.97,47.03,7.78,1.63,8.08,1270.7,80.2,Carol_Davis,Protein_Powder
NPTC_0655,2025-09-23 20:22:42.080820,analytical,12.42,2.62,50.31,10.0,1.44,8.69,1042.7,72.3,Bob_Jones,Baby_Formula
NPTC_0656,2025-09-29 18:22:42.080846,analytical,10.58,3.59,40.82,7.56,2.73,7.16,1248.4,79.1,Bob_Jones,Cereal_Bar
NPTC_0657,2025-09-25 20:22:42.080873,analytical,11.06,3.64,46.41,7.27,1.73,6.12,1149.3,83.2,Bob_Jones,Protein_Powder
NPTC_0658,2025-09-28 07:22:42.080900,sensory,14.82,2.05,44.67,5.25,2.5,7.09,1242.2,83.8,Carol_Davis,Beverage_Mix
NPTC_0659,2025-09-23 19:22:42.080926,analytical,10.66,2.8,42.36,9.77,3.53,6.43,1216.6,80.4,Alice_Smith,Baby_Formula
NPTC_0660,2025-09-28 05:22:42.080952,pilot_plant,14.18,2.59,43.83,8.56,1.74,6.48,1241.7,92.2,Alice_Smith,Baby_Formula
NPTC_0661,2025-09-24 22:22:42.080984,sensory,9.16,3.44,38.08,8.78,2.0,6.05,1304.6,75.6,David_Wilson,Cereal_Bar
NPTC_0662,2025-09-28 14:22:42.081011,analytical,14.09,2.18,53.48,7.97,2.55,7.47,1124.0,90.0,Carol_Davis,Cereal_Bar
NPTC_0663,2025-09-28 20:22:42.081037,analytical,11.06,2.46,39.53,7.84,2.59,7.36,1298.2,79.9,Alice_Smith,Baby_Formula
NPTC_0665,2025-09-27 06:22:42.081093,pilot_plant,10.0,3.37,42.15,5.97,1.84,6.03,1404.9,75.1,Carol_Davis,Beverage_Mix
NPTC_0666,2025-09-25 20:22:42.081119,analytical,12.86,2.98,40.28,6.03,2.34,5.98,1162.7,80.2,Bob_Jones,Cereal_Bar
NPTC_0667,2025-09-26 23:22:42.081148,analytical,11.67,3.23,53.11,7.75,2.94,7.94,1536.9,80.6,David_Wilson,Baby_Formula
NPTC_0668,2025-09-29 05:22:42.081174,pilot_plant,13.07,4.04,45.39,10.19,2.83,7.25,1467.3,79.7,Carol_Davis,Protein_Powder
NPTC_0669,2025-09-28 10:22:42.081208,pilot_plant,11.36,3.05,35.94,9.14,1.9,6.1,1073.2,78.7,Carol_Davis,Cereal_Bar
NPTC_0670,2025-09-25 07:22:42.081235,analytical,16.1,3.86,46.21,7.96,2.86,6.23,948.7,93.7,Bob_Jones,Cereal_Bar
NPTC_0671,2025-09-26 10:22:42.081261,analytical,14.88,2.18,40.98,7.26,2.16,6.1,1178.2,89.6,Carol_Davis,Cereal_Bar
NPTC_0672,2025-09-25 08:22:42.081288,analytical,13.1,3.86,44.82,8.46,3.23,5.1,1332.7,80.5,Alice_Smith,Cereal_Bar
NPTC_0673,2025-09-27 04:22:42.081313,sensory,13.9,3.64,45.63,9.36,2.06,6.97,1006.9,86.1,Alice_Smith,Protein_Powder
NPTC_0674,2025-09-30 00:22:42.081341,analytical,12.42,3.0,43.96,8.11,1.73,5.58,1392.8,83.7,Bob_Jones,Protein_Powder
NPTC_0675,2025-09-25 07:22:42.081369,analytical,12.71,3.96,49.0,8.2,2.91,6.81,991.9,89.4,Alice_Smith,Baby_Formula
NPTC_0676,2025-09-26 07:22:42.081397,analytical,9.48,1.54,36.99,8.41,2.16,6.3,1132.9,80.1,Bob_Jones,Protein_Powder
NPTC_0678,2025-09-29 00:22:42.081455,analytical,10.45,3.2,39.35,6.79,2.55,7.46,1208.6,74.2,Carol_Davis,Baby_Formula
NPTC_0679,2025-09-24 07:22:42.081484,analytical,14.36,1.78,42.91,7.79,2.08,6.35,1624.2,92.9,Alice_Smith,Protein_Powder
NPTC_0680,2025-09-23 22:22:42.081511,sensory,10.8,3.27,48.18,11.14,1.9,5.9,1099.0,75.0,David_Wilson,Cereal_Bar
NPTC_0681,2025-09-28 23:22:42.081539,pilot_plant,10.33,3.73,46.3,10.82,2.8,7.22,1383.9,73.1,Alice_Smith,Beverage_Mix
NPTC_0682,2025-09-25 18:22:42.081574,pilot_plant,13.44,1.61,45.57,7.16,2.76,7.59,1189.6,84.1,David_Wilson,Beverage_Mix
NPTC_0683,2025-09-29 00:22:42.081606,analytical,10.73,4.68,47.64,7.6,2.61,6.81,1218.0,83.8,Alice_Smith,Cereal_Bar
NPTC_0684,2025-09-27 22:22:42.081634,analytical,8.88,2.02,54.83,7.34,2.35,7.61,1955.8,76.9,Carol_Davis,Cereal_Bar
NPTC_0685,2025-09-25 18:22:42.081662,analytical,26.16,3.56,42.26,7.45,2.04,5.9,1241.7,88.6,Carol_Davis,Protein_Powder
NPTC_0687,2025-09-28 14:22:42.081718,analytical,10.7,2.87,43.65,9.07,2.8,8.32,1150.9,71.3,Bob_Jones,Baby_Formula
NPTC_0689,2025-09-28 23:22:42.081771,analytical,14.26,3.58,53.03,7.55,2.19,5.76,1164.2,89.5,Carol_Davis,Beverage_Mix
NPTC_0690,2025-09-29 11:22:42.081797,analytical,14.43,2.87,36.2,8.87,1.74,6.2,1333.6,86.6,Bob_Jones,Beverage_Mix
NPTC_0691,2025-09-24 05:22:42.081825,pilot_plant,10.85,2.2,53.79,7.32,2.75,6.81,1250.8,85.9,Alice_Smith,Beverage_Mix
NPTC_0692,2025-09-30 09:22:42.081851,sensory,11.32,3.63,36.87,7.87,2.28,7.0,1251.2,80.9,Bob_Jones,Baby_Formula
NPTC_0693,2025-09-30 16:22:42.081882,analytical,20.9,3.16,55.36,9.5,3.07,6.82,1314.2,91.0,Alice_Smith,Cereal_Bar
NPTC_0694,2025-09-28 20:22:42.081907,analytical,14.5,4.3,50.18,7.78,2.31,6.89,1414.0,92.5,Alice_Smith,Protein_Powder
NPTC_0695,2025-09-28 11:22:42.081934,analytical,9.7,4.87,45.69,8.03,2.69,7.57,1439.2,76.8,Bob_Jones,Protein_Powder
NPTC_0696,2025-09-29 22:22:42.081960,sensory,14.65,3.45,44.32,9.04,1.6,6.27,1250.8,89.8,Alice_Smith,Protein_Powder
NPTC_0697,2025-09-30 17:22:42.081986,analytical,12.6,3.26,48.76,9.8,3.13,7.87,1424.1,77.7,David_Wilson,Protein_Powder
NPTC_0698,2025-09-28 08:22:42.082013,pilot_plant,16.67,3.0,46.95,8.19,2.57,6.38,1313.5,95.2,David_Wilson,Baby_Formula
NPTC_0699,2025-09-29 03:22:42.082039,analytical,13.12,2.3,40.02,8.49,1.72,6.37,1350.2,88.2,David_Wilson,Beverage_Mix
NPTC_0700,2025-09-30 06:22:42.082065,analytical,10.54,4.25,42.37,9.27,2.11,6.12,1109.8,78.5,David_Wilson,Baby_Formula
NPTC_0701,2025-09-27 04:22:42.082098,pilot_plant,14.1,2.76,45.86,7.99,1.76,5.88,1443.6,90.3,Carol_Davis,Cereal_Bar
NPTC_0702,2025-09-27 23:22:42.082123,analytical,13.3,4.32,52.06,8.27,3.1,6.55,991.8,92.2,Alice_Smith,Protein_Powder
NPTC_0703,2025-09-27 17:22:42.082150,analytical,12.24,2.57,36.16,8.83,2.84,7.87,1485.3,75.3,David_Wilson,Beverage_Mix
NPTC_0704,2025-09-30 03:22:42.082176,analytical,10.96,2.45,53.2,6.29,2.67,6.32,1028.4,83.7,Alice_Smith,Baby_Formula
NPTC_0705,2025-09-28 08:22:42.082202,analytical,11.43,4.19,42.83,8.2,2.82,7.16,1520.2,81.9,Alice_Smith,Protein_Powder
NPTC_0706,2025-09-26 21:22:42.082229,analytical,17.48,3.14,49.68,8.87,2.52,6.92,1205.2,92.1,Carol_Davis,Protein_Powder
NPTC_0707,2025-09-29 17:22:42.082255,analytical,13.77,2.89,36.13,7.92,1.22,7.08,1054.1,85.7,Carol_Davis,Baby_Formula
NPTC_0708,2025-09-24 05:22:42.082281,analytical,12.83,3.21,43.72,9.7,1.46,7.55,1533.4,78.6,Bob_Jones,Protein_Powder
NPTC_0709,2025-09-28 13:22:42.082308,analytical,11.9,1.88,45.38,7.64,2.69,6.87,1517.3,87.0,Carol_Davis,Cereal_Bar
NPTC_0710,2025-09-24 22:22:42.082334,sensory,12.64,2.63,42.33,8.59,2.66,6.88,754.3,85.9,Carol_Davis,Baby_Formula
NPTC_0711,2025-09-26 13:22:42.082362,analytical,35.27,3.73,40.91,8.14,2.89,7.17,1288.4,88.6,Bob_Jones,Cereal_Bar
NPTC_0712,2025-09-28 13:22:42.082389,pilot_plant,16.11,2.58,51.61,7.75,1.88,5.85,1647.8,93.0,David_Wilson,Cereal_Bar
NPTC_0713,2025-09-24 11:22:42.082415,analytical,12.24,2.38,53.58,8.24,1.79,6.87,1209.8,89.5,Alice_Smith,Protein_Powder
NPTC_0714,2025-09-28 19:22:42.082500,analytical,12.02,3.78,41.14,8.15,2.74,5.15,1674.3,78.2,David_Wilson,Cereal_Bar
NPTC_0715,2025-09-28 12:22:42.082529,sensory,13.95,4.84,42.82,6.35,2.9,6.65,1375.6,85.5,Alice_Smith,Beverage_Mix
NPTC_0716,2025-09-29 14:22:42.082559,analytical,15.74,3.31,54.17,9.15,2.03,8.38,1378.5,81.5,David_Wilson,Beverage_Mix
NPTC_0717,2025-09-24 01:22:42.082590,analytical,17.26,3.87,40.22,10.32,2.03,6.81,1343.7,84.1,Alice_Smith,Beverage_Mix
NPTC_0718,2025-09-24 17:22:42.082617,sensory,13.6,3.15,45.55,8.29,2.73,5.97,1587.5,88.6,Bob_Jones,Beverage_Mix
NPTC_0719,2025-09-29 23:22:42.082649,analytical,31.09,1.99,47.18,5.99,1.96,6.51,1163.4,91.3,Bob_Jones,Cereal_Bar
NPTC_0720,2025-09-29 09:22:42.082679,analytical,9.21,3.43,52.69,8.09,2.36,6.05,1205.4,82.6,David_Wilson,Cereal_Bar
NPTC_0721,2025-09-28 00:22:42.082706,analytical,11.04,2.36,58.42,6.42,2.37,7.78,1355.8,77.1,Bob_Jones,Cereal_Bar
NPTC_0722,2025-09-27 22:22:42.082734,analytical,11.55,3.23,51.15,6.73,2.24,7.15,1291.1,82.5,Alice_Smith,Baby_Formula
NPTC_0723,2025-09-23 23:22:42.082762,pilot_plant,9.17,3.91,37.8,7.73,2.68,7.77,782.4,71.3,Carol_Davis,Cereal_Bar
NPTC_0724,2025-09-26 08:22:42.082789,analytical,13.92,3.92,44.67,9.82,2.05,5.96,1236.6,83.7,David_Wilson,Cereal_Bar
NPTC_0725,2025-09-25 14:22:42.082818,analytical,10.83,2.91,44.6,8.05,2.42,7.79,1170.8,78.6,Alice_Smith,Protein_Powder
NPTC_0726,2025-09-29 05:22:42.082845,analytical,11.41,3.08,45.47,6.51,2.75,7.62,1101.2,76.8,Alice_Smith,Beverage_Mix
NPTC_0727,2025-09-28 03:22:42.082873,analytical,12.23,2.34,55.7,8.19,2.97,7.19,1241.6,87.5,Bob_Jones,Protein_Powder
NPTC_0728,2025-09-28 19:22:42.082900,pilot_plant,12.31,4.1,49.67,6.5,2.83,7.85,1260.8,77.9,David_Wilson,Baby_Formula
NPTC_0729,2025-09-27 22:22:42.082929,pilot_plant,14.86,3.53,38.92,7.53,3.87,7.38,1723.9,85.4,Bob_Jones,Cereal_Bar
NPTC_0730,2025-09-24 23:22:42.082957,pilot_plant,15.29,3.17,37.11,8.12,3.01,6.32,1332.4,90.9,Carol_Davis,Cereal_Bar
NPTC_0731,2025-09-29 16:22:42.082991,analytical,10.81,2.17,48.07,10.21,2.5,7.46,1549.0,76.2,Carol_Davis,Protein_Powder
NPTC_0732,2025-09-27 00:22:42.083019,pilot_plant,12.43,3.44,45.8,7.15,2.37,5.87,947.8,83.8,Alice_Smith,Baby_Formula
NPTC_0733,2025-09-26 03:22:42.083048,analytical,13.62,2.22,55.71,7.57,3.0,6.92,1324.9,91.5,David_Wilson,Cereal_Bar
NPTC_0734,2025-09-29 01:22:42.083075,analytical,14.3,2.75,50.19,8.25,3.34,5.81,1316.4,91.2,Carol_Davis,Baby_Formula
NPTC_0735,2025-09-23 19:22:42.083105,pilot_plant,9.88,2.92,46.02,5.9,3.09,6.91,1326.3,76.9,David_Wilson,Baby_Formula
NPTC_0736,2025-09-27 11:22:42.083133,analytical,15.23,3.17,53.46,10.42,2.8,6.4,1275.5,89.7,Bob_Jones,Protein_Powder
NPTC_0737,2025-09-25 01:22:42.083222,analytical,13.77,3.26,41.95,9.82,1.95,4.38,1352.7,72.2,Bob_Jones,Protein_Powder
NPTC_0738,2025-09-25 04:22:42.083278,analytical,8.97,2.99,45.2,7.15,2.49,6.6,1272.5,80.6,Alice_Smith,Baby_Formula
NPTC_0740,2025-09-27 05:22:42.083346,pilot_plant,15.51,4.19,44.53,7.55,2.64,5.95,1454.3,89.6,David_Wilson,Beverage_Mix
NPTC_0741,2025-09-27 00:22:42.083387,analytical,11.27,2.12,42.77,8.06,1.81,5.88,1672.3,83.7,Alice_Smith,Beverage_Mix
